,Actual,RF,BP,MLP
24096,0.042166665196419,0.041850661287705204,0.046994845157290605,0.04583308806411099
1584,0.090000003576279,0.10142330832779482,0.08360396673655796,0.027139383019963076
8952,0.0,0.0,0.0,0.04698237442523387
20247,0.0,0.0,0.0,0.042917714949852165
20967,0.0,0.0,0.0,0.0
7569,0.0,0.0,0.004314315965714216,0.0009162549899544847
9040,0.029766660183668,0.03525132805109034,0.014939618825011908,0.04895833943005931
6379,0.0,0.0,0.0,0.0
14668,0.0,0.0,0.0,0.0
6930,0.0,0.0,0.0,0.0
14970,0.0,0.0,0.0,0.008465064050687338
18956,0.0,0.0,0.007042343165448994,0.0
9392,0.062533318996429,0.06753000039048496,0.07223152112215489,0.07756035126649738
20827,0.0,0.00034899998201581,0.005177799788437493,0.0
19298,0.0,0.0,0.0,0.006586238182816645
16141,0.0,0.0,0.0,0.008246903555527013
13099,0.090000003576279,0.0971756514161824,0.10443540509932434,0.06166047038707681
19153,0.099999979138374,0.1028586393594733,0.10618827236607012,0.09485969917453549
17220,0.0,0.0,0.0031281830789968434,0.017483546381412557
21351,0.0,0.0,0.01118034734543219,0.0
2238,0.0,0.0,0.0,0.07476612201825525
4201,0.090000003576279,0.10287530414760121,0.06737331202189406,0.1470980313204168
3847,0.040000002831221,0.04053366452455534,0.06431444008072093,0.08146028310620565
13912,0.0,0.0,0.011871339719645074,0.0
15731,0.083633333444595,0.08888633459806444,0.08370050245929198,0.08512131371343853
3702,0.0,0.0,0.0,0.0
9725,0.0,0.0007019999733893222,0.021141195668960028,0.009109704600034657
2571,0.0,0.0,0.0,0.0
18190,0.0,0.0,0.0030035076353214507,0.0
1338,0.067733332514763,0.07129600364714857,0.06549550764476075,0.05836879640542034
22598,0.090000003576279,0.08903633631765852,0.08412567617418773,0.024887321793280986
19245,0.0,0.0,0.0,0.0
16174,0.0,0.0,0.0,0.011970567945860683
15121,0.099999979138374,0.10267664015293013,0.0896328770266209,0.07780996876262111
8141,0.0,0.0,0.0,0.0
6753,0.080000005662441,0.084742668941617,0.06632212579249072,0.06557799643495618
23675,0.0,0.0,0.0,0.0
20665,0.0,0.000357666647760196,0.0,0.0
5500,0.0,0.0,0.021482511469469584,0.0
1807,0.0,0.0,0.01244080793387356,0.0
11790,0.0,0.0,0.0,0.0
12233,0.090000003576279,0.09378065899014482,0.09926119572128139,0.13539696427397643
18295,0.099999979138374,0.10209297336637907,0.09365044876063208,0.07823113697755821
16270,0.071766644716263,0.09109666727483277,0.07551739120002479,0.0787542191226592
12689,0.0,0.0,0.0,0.0
5286,0.039933335036039,0.03890333123505125,0.050169349075326636,0.04269831735371524
11583,0.0,0.0,0.0029571373354418395,0.002694470032474111
22280,0.040000002831221,0.039845335446298445,0.037527666860673964,0.026026554905579757
10018,-0.0001999999803956,0.0,0.012097291573444358,0.05163767946236816
22208,0.0,0.0,0.01315467670074752,0.0
9645,0.061099998652935,0.06998766712844381,0.03975063624846831,0.09036475685228104
17316,0.0,0.0,0.0,0.0
344,0.0,0.0,0.00016898297181885957,0.0
24658,0.080000005662441,0.08497600253671411,0.08000742156883786,0.0828314594988436
21647,0.0,0.0,0.011464007916291291,0.01611368646936781
16483,0.0,0.0,0.01104357080507154,0.00123665540951709
3494,0.0,0.0,0.0,0.09662147138229313
15956,0.059999972581863,0.06377432153870646,0.06702147316592813,0.06727749802148184
23646,0.0,0.0,0.0,0.0033945011329587493
12893,0.0,5.6666664313525e-05,0.0013504266323186853,0.003892005813224214
25212,0.099999979138374,0.09649265103042114,0.09424470068106386,0.08443563686535546
15496,0.0,0.0,0.006002172380902365,0.0
25579,0.0,0.0,0.008736151645383244,0.0063836234952082405
1704,0.0,0.0,0.0,0.0
10802,0.092666655778885,0.10035731114447113,0.10385139250234895,0.12213189347596351
22644,0.080000005662441,0.08121267192065709,0.0653930262031304,0.06668633130467308
25094,0.0,0.0,0.01441286159563318,0.004940805265646969
10328,0.0,0.0,0.0,0.0
6003,0.0,0.0,0.0,0.0
4152,0.070000022649765,0.08406565457582466,0.07859021376930614,0.09291327853311923
19701,0.065566673874855,0.06535299841314542,0.07863199625433215,0.05847247757728577
8082,0.0,0.0,0.0,0.0
20605,0.099999979138374,0.0978956473991275,0.07307042564082436,0.06526178685891595
7918,0.090000003576279,0.09397432282567034,0.06521321011252249,0.087859331947539
720,0.090000003576279,0.10070330940186974,0.08300552930691249,0.05721279286139577
22588,0.080000005662441,0.07546601191163058,0.06565190926304196,0.0
10840,0.080000005662441,0.082444333769381,0.07556468199331243,0.047195210676550164
14941,0.0,0.0,0.0,0.0
19279,0.0,0.0,0.003570355669777786,0.0
16784,0.0,0.0,0.0057088827873852666,0.0
23242,0.040000002831221,0.03988333467394131,0.04298923478457509,0.023844341732239233
8880,0.0,0.0,0.009093142796448378,0.0
15648,0.015100000426173,0.016013333061709874,0.027244691375374858,0.0
3699,0.0,0.0,0.0,0.0
23979,0.0,0.0,0.0,0.0
11223,0.0,0.0,0.013083913995810798,0.0
7806,0.0,0.0,0.0,0.056738149537417154
15478,0.02000000141561,0.020971998460590682,0.021957282794578842,0.0
6494,0.10019997507334,0.10158564168959798,0.08503630146904448,0.10049041527950828
18775,0.0,0.0,0.01773600421201768,0.0
6161,0.059999972581863,0.061149316020309756,0.05734180970743738,0.044115453737969185
3448,0.0,0.0,0.0,0.0
16379,0.0,0.0,0.003292030695314835,0.0
12958,0.0,0.0,0.0005943178193079934,0.027234070444807718
16258,0.086099997162819,0.08629300348460679,0.07843639980036501,0.08687223482871362
10052,0.0,0.0,0.0,0.02154778099486218
3165,0.0,0.0,0.0,0.0
12895,0.0,2.4666667159187003e-05,0.0,0.005656047472238995
23716,0.02000000141561,0.022125329729169484,0.035813086633262686,0.0
19318,0.0,0.0,0.0018802170509676919,0.005663164170588292
2074,0.0,0.0,0.004162698892445527,0.026014624570060402
6453,0.06363333016634,0.07258665952831497,0.06838695460502434,0.0786352491719042
11960,0.099999979138374,0.1025846403837197,0.10806842608059679,0.12464020086601232
19332,0.0,0.0,0.011829184664789716,0.023938990597157067
6289,0.0,0.0,0.0,0.0
14200,0.0,0.0,0.010584517949215916,0.034463418652568134
4256,0.0,0.0,0.0,0.013733267464684562
3658,0.040233325213194,0.04731999417146044,0.017273780637543562,0.09509847866247581
257,0.0,0.0,0.020425278258646234,0.04372970119549055
2202,0.070000022649765,0.07797333776950836,0.05324464975846144,0.07101701968971949
12527,0.09636664390564,0.10143564172089185,0.10122780789520758,0.06440170117255448
21824,0.0,0.0,0.0,0.0
22654,0.070000022649765,0.06474799498915663,0.05712389423422823,0.044655501434445105
16624,0.029999986290932,0.03015698704868583,0.06140373654404327,0.013968474196757258
14880,0.069866687059402,0.06850367702543729,0.05224541322275797,0.034942848349932415
15028,0.0,0.0,0.0,0.0
16321,0.070000022649765,0.06735534172505137,0.07252090563029626,0.04952128256178387
13745,0.029999986290932,0.03214132392779014,0.020920868186640074,0.03591327326285634
21314,0.0,0.0,0.0,0.0
10815,0.099999979138374,0.10419030286371736,0.10118809833635808,0.04485315871700832
19705,0.070000022649765,0.07057701390236618,0.07762609818420124,0.08128807174794525
24676,0.050433322787285,0.05023332219570866,0.06284320155433468,0.023475024553780893
