True,Predicted
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0684,0.0
0.26673332,0.0
0.48033336,0.0
1.4843999,0.0
2.5672002,1.7305070161819458
3.7258332,3.5250492095947266
4.937667,5.975048065185547
6.1702337,8.088737487792969
7.3830333,9.329141616821289
8.546767,10.203564643859863
9.6636,11.217876434326172
10.6852,12.35763168334961
11.652467,13.390503883361816
12.575934,14.278118133544922
13.435166,15.038544654846191
14.115633,15.592386245727539
14.7808,15.955591201782227
15.334065,16.318689346313477
15.853666,16.851341247558594
16.356068,17.371139526367188
16.751432,17.728124618530273
16.989866,17.883106231689453
17.211634,17.865602493286133
17.452934,17.703176498413086
17.533466,17.476484298706055
17.498335,17.2229061126709
17.368132,16.918283462524414
17.352932,16.581743240356445
17.201735,16.317352294921875
16.8977,16.07602882385254
16.5142,15.803874969482422
16.068167,15.426466941833496
15.592001,14.965746879577637
15.029267,14.489950180053711
14.439366,14.02640438079834
13.771067,13.513967514038086
13.0293,12.905904769897461
12.2406,12.18354606628418
11.354434,11.337458610534668
10.413699,10.39098834991455
9.372333,9.560515403747559
8.3203,8.846601486206055
7.2014003,8.083938598632812
6.0165334,7.216511249542236
4.8059998,6.251306533813477
3.6297333,5.242530345916748
2.5017002,4.2238593101501465
1.5192666,3.2397735118865967
0.7611334,2.279458999633789
0.32186666,1.3459291458129883
0.15446666,0.480720192193985
0.029766666,0.038294002413749695
0.0,0.0
0.0,0.0
0.0,0.05001446604728699
0.0,0.0692165195941925
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
