True,Predicted
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0684,0.0
0.26673332,0.0
0.48033336,0.0
1.4843999,0.0
2.5672002,1.4011638164520264
3.7258332,3.372093439102173
4.937667,6.537334442138672
6.1702337,9.60866641998291
7.3830333,11.097050666809082
8.546767,11.91326904296875
9.6636,12.7488431930542
10.6852,13.806697845458984
11.652467,14.805785179138184
12.575934,15.681753158569336
13.435166,16.435100555419922
14.115633,16.9788875579834
14.7808,17.293153762817383
15.334065,17.58331298828125
15.853666,18.02482032775879
16.356068,18.430192947387695
16.751432,18.702180862426758
16.989866,18.794185638427734
17.211634,18.671844482421875
17.452934,18.386537551879883
17.533466,17.868009567260742
17.498335,17.268943786621094
17.368132,16.79029083251953
17.352932,16.338285446166992
17.201735,15.649109840393066
16.8977,15.574819564819336
16.5142,15.215919494628906
16.068167,14.91098403930664
15.592001,14.595486640930176
15.029267,14.194016456604004
14.439366,13.813553810119629
13.771067,13.430183410644531
13.0293,12.838921546936035
12.2406,12.177933692932129
11.354434,11.421183586120605
10.413699,10.649599075317383
9.372333,9.829619407653809
8.3203,9.265685081481934
7.2014003,8.68587875366211
6.0165334,7.97746467590332
4.8059998,7.156422138214111
3.6297333,6.267996788024902
2.5017002,5.350741386413574
1.5192666,4.385000228881836
0.7611334,3.345798969268799
0.32186666,2.203429698944092
0.15446666,1.0344511270523071
0.029766666,0.3194371461868286
0.0,0.1468433439731598
0.0,0.08691571652889252
0.0,0.10671751201152802
0.0,0.10869461297988892
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
