True,Predicted
0.0,2.063813443600813
0.0,1.9773473944226478
0.0,1.8395129404486021
0.0,1.751633440818344
0.0,1.6743355119876662
0.0,1.608676058238928
0.0,1.5388397203485593
0.0,1.5300734212931464
0.0,1.6102246715210637
0.0,1.6587694182475272
0.0,1.6985175193741147
0.0,1.5907721798443348
0.0,1.4945191992828382
0.0,1.386739013816657
0.0,1.3855996649133524
0.0,1.3011018897864202
0.0,1.244460327700827
0.0,1.2304288589971173
0.0,1.2892194679602267
0.0,1.2256157112397905
0.0,1.1227869175796639
0.0,1.112733371053022
0.0,1.1510549879324903
0.0,1.0575518687150667
0.0,0.9780689838724421
0.0,0.9284630689319386
0.0,0.9132506255138666
0.0,0.7321870824399697
0.0,0.7092780727955934
0.0,0.6450989337570463
0.0,0.6109376340469823
0.0684,0.4199425781499557
0.26673332,0.6257969685720455
0.48033336,0.9468649105126645
1.4843999,1.2839125675891858
2.5672002,1.5879635929450964
3.7258332,3.2600499651335064
4.937667,4.4721477038025395
6.1702337,5.715594317807691
7.3830333,6.5075436044678785
8.546767,7.188859232852662
9.6636,7.99715738102652
10.6852,8.698770891382699
11.652467,9.616802738294739
12.575934,10.36004750095019
13.435166,10.871302632098073
14.115633,11.50232786822792
14.7808,12.089262144634931
15.334065,12.570478628689367
15.853666,12.874681047348906
16.356068,13.048710566346388
16.751432,13.213646779065675
16.989866,13.35148297101677
17.211634,13.19533467529051
17.452934,13.114080494455836
17.533466,12.94289988672106
17.498335,12.671148618485487
17.368132,12.387256380455025
17.352932,12.251241536919768
17.201735,12.016988069985276
16.8977,11.923351009263103
16.5142,11.754807733522158
16.068167,11.44579788725498
15.592001,11.358708691715334
15.029267,11.329514297463675
14.439366,10.850141441197456
13.771067,10.795170197169098
13.0293,10.387222725176587
12.2406,9.972449654869045
11.354434,9.851862275207314
10.413699,9.355384886230647
9.372333,8.84875797293402
8.3203,8.541762390505347
7.2014003,8.087542329901032
6.0165334,7.727495155939824
4.8059998,7.181103319644022
3.6297333,6.646864469772119
2.5017002,6.28076428299838
1.5192666,5.754494052034961
0.7611334,5.223454493783883
0.32186666,4.666396378670328
0.15446666,4.1636322431627
0.029766666,3.7585373867403757
0.0,3.54987710825278
0.0,3.4306168499402916
0.0,3.3929505529296766
0.0,3.232977414076107
0.0,3.1434872240305975
0.0,2.980549971091968
0.0,2.9521764540600945
0.0,2.8342416050114854
0.0,2.7012439503391197
0.0,2.565968264256901
0.0,2.5068123690065343
0.0,2.3311152313239565
0.0,2.189272738880826
0.0,2.017365761306231
0.0,1.8992132871295948
0.0,1.7423500968762036
0.0,1.6369025056393505
0.0,1.5380420202231524
0.0,1.4842585617505972
0.0,1.4085155484261382
0.0,1.4092735924948046
0.0,1.498846376209102
0.0,1.5272590419036463
0.0,1.548397353997521
0.0,1.4216792617047909
0.0,1.3606793184456518
0.0,1.2987981997691933
0.0,1.344820958726086
0.0,1.2604664843275608
0.0,1.2442502950682042
0.0,1.2624657672814288
0.0,1.3558384330971394
0.0,1.2897746440574758
0.0,1.1993518568271448
0.0,1.2196470373703279
0.0,1.2782255599639059
0.0,1.181695347684928
0.0,1.1672737717184156
0.0,1.1603051081528037
0.0,1.1833432523024983
0.0,1.0217485748790183
0.0,1.076753951929979
0.0,1.0952529645616118
0.0,1.1744463649678978
0.06633333,1.0745116482403696
0.23246668,1.2763369129803004
0.35973334,1.5555802001221317
1.5103999,1.924781884834625
