pred,true
5.622692584991455,5.0996003
4.265161514282227,7.6156
3.424853801727295,3.8999333
2.3570396900177,5.9863997
1.8528425693511963,5.7568
1.552177906036377,3.7873998
1.3169718980789185,1.8511336
1.1426109075546265,1.5559335
1.09271240234375,1.1368666
1.1134485006332397,0.8080668
1.1585367918014526,0.5653333
1.1975464820861816,0.2715333
1.2490462064743042,0.031266663
1.3012077808380127,0.0
1.338274359703064,0.0
1.3518049716949463,0.0
1.362780213356018,0.0
1.380190134048462,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.16186665
0.0,0.5850666
0.0,0.9868001
3.017777919769287,2.11
3.1502368450164795,3.2454665
3.5169217586517334,3.9984
4.060079097747803,5.4922667
4.837596416473389,6.4444666
5.724932670593262,7.8973327
6.731790065765381,8.717799
7.7307000160217285,9.909467
8.626350402832031,10.899134
9.41847038269043,11.747533
10.25620174407959,12.5716
11.228195190429688,13.298599
12.235603332519531,13.936533
13.1004056930542,14.655799
13.799893379211426,14.6612
14.25125789642334,15.6162
14.729681968688965,15.949534
15.091094017028809,16.094799
15.329532623291016,16.2114
15.387447357177734,15.269665
15.129058837890625,14.480933
14.679152488708496,8.342667
12.993059158325195,8.060733
11.326870918273926,6.200134
9.504364967346191,6.580133
7.839602947235107,9.240534
6.80410623550415,11.264532
6.647909641265869,11.3376
6.766718864440918,8.532666
6.466928958892822,6.742467
5.646698951721191,12.573533
5.9683027267456055,13.207067
6.796465873718262,11.245068
7.012238025665283,12.200001
7.270261287689209,11.3118
7.409512519836426,7.1417327
6.7720046043396,5.9682665
5.774625778198242,5.038867
4.738335132598877,4.8247333
3.6616547107696533,4.4738
2.78113055229187,5.1301336
2.206029176712036,3.4044669
1.710269570350647,2.2037332
1.3735276460647583,1.6030666
1.218190312385559,1.0251999
1.115916132926941,0.26106665
1.1086353063583374,0.047266662
1.1543428897857666,0.0
1.2244609594345093,0.0
1.3391222953796387,0.0
1.342384696006775,0.0
1.262333631515503,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0072000003
0.0,0.48826668
0.0,1.2742001
2.8677382469177246,3.1864667
3.106952667236328,3.0290668
3.501298666000366,3.2467332
3.9700067043304443,4.426
4.564714431762695,6.850572
5.399652004241943,3.5556002
5.709671497344971,4.0002
5.636703014373779,2.0530667
5.111596584320068,3.4966664
4.529977798461914,4.6442003
4.316916465759277,10.970867
5.532079219818115,8.142533
7.10619592666626,4.9313
7.95899772644043,4.0082664
7.680711269378662,9.078899
7.832939624786377,6.3248997
7.726066589355469,7.8581667
7.548408031463623,5.2791667
7.097585201263428,8.923834
6.8327412605285645,7.079367
6.5830864906311035,4.1889668
5.863224029541016,7.490599
5.172113418579102,6.7818003
4.728464126586914,6.9341335
4.440664291381836,13.3998
5.2902984619140625,6.658433
5.5339531898498535,6.4632
5.2364959716796875,8.675034
5.008242607116699,6.7834334
4.575038433074951,6.3701997
3.867978811264038,7.0066004
3.162426710128784,5.2362
2.3365230560302734,3.9919999
1.3827849626541138,2.6404333
0.6713572144508362,3.5088665
0.0,3.2806334
0.0,3.0774667
0.0,2.8825998
0.0,5.783701
0.0,5.145
0.23576810956001282,4.6893
0.4822002351284027,3.4912667
0.8995148539543152,1.575
0.8972297310829163,1.2118667
0.9154864549636841,0.26469997
0.9896259307861328,0.26906666
1.0144670009613037,0.078133315
1.0670077800750732,0.0
1.2803632020950317,0.0
1.1013033390045166,0.0
1.109400749206543,0.0
1.1480059623718262,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.06563333
0.0,0.5456
0.0,1.2641333
2.783784866333008,2.2458
2.9295012950897217,3.4185333
3.378551721572876,4.6521997
4.078300952911377,5.8873663
4.973052978515625,7.1125
6.012913227081299,8.2749
7.108406066894531,9.413367
8.159306526184082,10.476399
9.076358795166016,11.504634
9.911694526672363,12.396434
10.825135231018066,13.273099
11.860102653503418,13.2802
12.73672866821289,14.259001
13.488143920898438,15.292666
14.160289764404297,15.008466
14.553800582885742,16.179365
14.861763954162598,15.754367
15.047163963317871,16.851566
15.255683898925781,12.899766
14.468989372253418,14.293567
14.04704761505127,15.432234
13.937572479248047,17.492167
14.432489395141602,15.529099
14.343487739562988,16.157368
14.419567108154297,16.217968
14.326845169067383,16.566566
14.173556327819824,12.450832
13.137105941772461,14.787499
12.773630142211914,14.018034
12.46536922454834,14.929699
12.36778736114502,14.5492
12.180712699890137,6.926034
10.568525314331055,10.444433
9.325658798217773,7.3154664
7.845391273498535,7.1915
6.443465232849121,5.0252666
4.872471332550049,6.6263
3.651705741882324,3.2828999
2.2685630321502686,2.2038999
1.387176513671875,2.1888995
0.9752251505851746,2.0254
0.8206204771995544,1.8761998
0.8325604796409607,1.0849333
0.8852662444114685,0.96806675
0.9487600326538086,0.42986664
1.0163053274154663,0.22419998
1.0815091133117676,0.013866666
1.1376219987869263,0.0
1.180849552154541,0.0
1.2132388353347778,0.0
1.309404730796814,0.0
1.288416862487793,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.016166668
0.0,0.3594
0.0,0.7305334
2.8449745178222656,1.3455334
3.021378755569458,1.9364667
3.268951177597046,3.3065333
3.6695356369018555,5.6901
4.398568630218506,6.180767
5.266164779663086,7.1765666
6.2083353996276855,6.4723334
6.853852272033691,6.46
7.171340465545654,11.872699
8.214661598205566,11.833567
9.398092269897461,13.277467
10.830796241760254,11.511866
11.787854194641113,11.731867
12.310993194580078,13.653033
12.979410171508789,15.077967
13.78671932220459,15.415533
14.483907699584961,16.033468
15.008150100708008,16.1678
15.31972885131836,13.763266
14.94223403930664,15.450866
14.899734497070312,12.926601
14.276741981506348,14.917267
14.047489166259766,17.154667
14.421760559082031,15.146467
14.26430892944336,10.0956
12.75810718536377,8.454667
11.083395004272461,8.6234665
9.593443870544434,11.587266
8.988797187805176,8.943867
8.338459014892578,5.766667
7.018344402313232,7.5462666
5.775022506713867,6.328333
4.6375813484191895,8.261
3.838951826095581,5.1736665
2.807861089706421,2.9074667
1.785236120223999,1.4103999
1.1590592861175537,0.5294666
0.8926318883895874,0.3402666
0.8238413333892822,0.49733338
0.8475730419158936,0.6657333
0.8883607387542725,0.60706663
0.9228039383888245,0.5085334
0.9778621196746826,0.47286674
1.02739679813385,0.2137333
1.082318663597107,0.06779999
1.1033862829208374,0.042066664
1.1337823867797852,0.008266666
1.4348351955413818,0.0
2.5112318992614746,0.0
2.4536185264587402,0.0
2.4335060119628906,0.0
2.401064872741699,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.046933323
0.0,0.3400667
0.0,0.5768
0.0,0.4302
